id,codigo,habilidade,campo_experiencia,unidade_tematica,componente_curricular_id,serie_ids
849,EF06MA18,"Reconhecer, nomear e comparar polígonos, considerando lados, vértices e ângulos, e classificá-los em regulares e não regulares, tanto em suas representações no plano como em faces de poliedros.",,Geometria                                                                                                                                                                                      ,3,{19}
850,EF06MA19,Identificar características dos triângulos e classificá-los em relação às medidas dos lados e dos ângulos.,,Geometria                                                                                                                                                                                      ,3,{19}
851,EF06MA20,"Identificar características dos quadriláteros, classificá-los em relação a lados e a ângulos e reconhecer a inclusão e a intersecção de classes entre eles.",,Geometria                                                                                                                                                                                      ,3,{19}
852,EF06MA21,"Construir figuras planas semelhantes em situações de ampliação e de redução, com o uso de malhas quadriculadas, plano cartesiano ou tecnologias digitais.",,Geometria                                                                                                                                                                                      ,3,{19}
837,EF06MA06,Resolver e elaborar problemas que envolvam as ideias de múltiplo e de divisor.,,Números                                                                                                                                                                                        ,3,{19}
853,EF06MA22,"Utilizar instrumentos, como réguas e esquadros, ou softwares para representações de retas paralelas e perpendiculares e construção de quadriláteros, entre outros.",,Geometria                                                                                                                                                                                      ,3,{19}
854,EF06MA23,Construir algoritmo para resolver situações passo a passo (como na construção de dobraduras ou na indicação de deslocamento de um objeto no plano segundo pontos de referência e distâncias fornecidas etc.).,,Geometria                                                                                                                                                                                      ,3,{19}
855,EF06MA24,"Resolver e elaborar problemas que envolvam as grandezas comprimento, massa, tempo, temperatura, área (triângulos e retângulos), capacidade e volume (sólidos formados por blocos retangulares), sem uso de fórmulas, inseridos, sempre que possível, em contextos oriundos de situações reais e/ou relacionadas às outras áreas do conhecimento.",,Grandezas e medidas                                                                                                                                                                            ,3,{19}
857,EF06MA26,"Resolver problemas que envolvam a noção de ângulo em diferentes contextos e em situações reais, como ângulo de visão.",,Grandezas e medidas                                                                                                                                                                            ,3,{19}
858,EF06MA27,"Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.",,Grandezas e medidas                                                                                                                                                                            ,3,{19}
860,EF06MA29,"Analisar e descrever mudanças que ocorrem no perímetro e na área de um quadrado ao se ampliarem ou reduzirem, igualmente, as medidas de seus lados, para compreender que o perímetro é proporcional à medida do lado, o que não ocorre com a área.",,Grandezas e medidas                                                                                                                                                                            ,3,{19}
861,EF06MA30,"Calcular a probabilidade de um evento aleatório, expressando-a por número racional (forma fracionária, decimal e percentual) e comparar esse número com a probabilidade obtida por meio de experimentos sucessivos.",,Probabilidade e estatística                                                                                                                                                                    ,3,{19}
862,EF06MA31,"Identificar as variáveis e suas frequências e os elementos constitutivos (título, eixos, legendas, fontes e datas) em diferentes tipos de gráfico.",,Probabilidade e estatística                                                                                                                                                                    ,3,{19}
864,EF06MA33,"Planejar e coletar dados de pesquisa referente a práticas sociais escolhidas pelos alunos e fazer uso de planilhas eletrônicas para registro, representação e interpretação das informações, em tabelas, vários tipos de gráficos e texto.",,Probabilidade e estatística                                                                                                                                                                    ,3,{19}
865,EF06MA34,"Interpretar e desenvolver fluxogramas simples, identificando as relações entre os objetos representados (por exemplo, posição de cidades considerando as estradas que as unem, hierarquia dos funcionários de uma empresa etc.).",,Probabilidade e estatística                                                                                                                                                                    ,3,{19}
1348,EF02ER05,"Identificar, distinguir e respeitar símbolos religiosos de distintas manifestações, tradições e instituições religiosas.",,Identidades e alteridades                                                                                                                                                                      ,26,{15}
1381,EF07ER04,Exemplificar líderes religiosos que se destacaram por suas contribuições à sociedade.,,Manifestações religiosas                                                                                                                                                                       ,26,{20}
1384,EF07ER07,Identificar e discutir o papel das lideranças religiosas e seculares na defesa e promoção dos direitos humanos.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{20}
1385,EF07ER08,"Reconhecer o direito à liberdade de consciência, crença ou convicção, questionando concepções e práticas sociais que a violam.",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{20}
1370,EF05ER07,"Reconhecer, em textos orais, ensinamentos relacionados a modos de ser e viver.",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{18}
1369,EF05ER06,Identificar o papel dos sábios e anciãos na comunicação e preservação da tradição oral.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{18}
1360,EF04ER04,"Identificar as diversas formas de expressão da espiritualidade (orações, cultos, gestos, cantos, dança, meditação) nas diferentes tradições religiosas.",,Manifestações religiosas                                                                                                                                                                       ,26,{17}
1361,EF04ER05,"Identificar representações religiosas em diferentes expressões artísticas (pinturas, arquitetura, esculturas, ícones, símbolos, imagens), reconhecendo-as como parte da identidade de diferentes culturas e tradições religiosas.",,Manifestações religiosas                                                                                                                                                                       ,26,{17}
1362,EF04ER06,"Identificar nomes, significados e representações de divindades nos contextos familiar e comunitário.",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{17}
1351,EF03ER01,Identificar e respeitar os diferentes espaços e territórios religiosos de diferentes tradições e movimentos religiosos.,,Identidades e alteridades                                                                                                                                                                      ,26,{16}
1353,EF03ER03,"Identificar e respeitar práticas celebrativas (cerimônias, orações, festividades, peregrinações, entre outras) de diferentes tradições religiosas.",,Manifestações religiosas                                                                                                                                                                       ,26,{16}
1354,EF03ER04,Caracterizar as práticas celebrativas como parte integrante do conjunto das manifestações religiosas de diferentes culturas e sociedades.,,Manifestações religiosas                                                                                                                                                                       ,26,{16}
1357,EF04ER01,"Identificar ritos presentes no cotidiano pessoal, familiar, escolar e comunitário.",,Manifestações religiosas                                                                                                                                                                       ,26,{17}
1358,EF04ER02,Identificar ritos e suas funções em diferentes manifestações e tradições religiosas.,,Manifestações religiosas                                                                                                                                                                       ,26,{17}
1344,EF02ER01,Reconhecer os diferentes espaços de convivência.,,Identidades e alteridades                                                                                                                                                                      ,26,{15}
1345,EF02ER02,"Identificar costumes, crenças e formas diversas de viver em variados ambientes de convivência.",,Identidades e alteridades                                                                                                                                                                      ,26,{15}
1346,EF02ER03,"Identificar as diferentes formas de registro das memórias pessoais, familiares e escolares (fotos, músicas, narrativas, álbuns...).",,Identidades e alteridades                                                                                                                                                                      ,26,{15}
1347,EF02ER04,Identificar os símbolos presentes nos variados espaços de convivência.,,Identidades e alteridades                                                                                                                                                                      ,26,{15}
1379,EF07ER02,"Identificar práticas de espiritualidade utilizadas pelas pessoas em determinadas situações (acidentes, doenças, fenômenos climáticos).",,Manifestações religiosas                                                                                                                                                                       ,26,{20}
1380,EF07ER03,Reconhecer os papéis atribuídos às lideranças de diferentes tradições religiosas.,,Manifestações religiosas                                                                                                                                                                       ,26,{20}
1364,EF05ER01,Identificar e respeitar acontecimentos sagrados de diferentes culturas e tradições religiosas como recurso para preservar a memória.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{18}
1366,EF05ER03,"Reconhecer funções e mensagens religiosas contidas nos mitos de criação (concepções de mundo, natureza, ser humano, divindades, vida e morte).",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{18}
1367,EF05ER04,Reconhecer a importância da tradição oral para preservar memórias e acontecimentos religiosos.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{18}
1368,EF05ER05,"Identificar elementos da tradição oral nas culturas e religiosidades indígenas, afro-brasileiras, ciganas, entre outras.",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{18}
1393,EF09ER01,Analisar princípios e orientações para o cuidado da vida e nas diversas tradições religiosas e filosofias de vida.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{41}
1340,EF01ER03,Reconhecer e respeitar as características físicas e subjetivas de cada um.,,Identidades e alteridades                                                                                                                                                                      ,26,{16}
1341,EF01ER04,Valorizar a diversidade de formas de vida.,,Identidades e alteridades                                                                                                                                                                      ,26,{16}
1342,EF01ER05,"Identificar e acolher sentimentos, lembranças, memórias e saberes de cada um.",,Manifestações religiosas                                                                                                                                                                       ,26,{16}
1343,EF01ER06,"Identificar as diferentes formas pelas quais as pessoas manifestam sentimentos, ideias, memórias, gostos e crenças em diferentes espaços.",,Manifestações religiosas                                                                                                                                                                       ,26,{16}
1386,EF08ER01,Discutir como as crenças e convicções podem influenciar escolhas e atitudes pessoais e coletivas.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{21}
1387,EF08ER02,"Analisar filosofias de vida, manifestações e tradições religiosas destacando seus princípios éticos.",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{21}
1390,EF08ER05,Debater sobre as possibilidades e os limites da interferência das tradições religiosas na esfera pública.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{21}
1391,EF08ER06,"Analisar práticas, projetos e políticas públicas que contribuem para a promoção da liberdade de pensamento, crenças e convicções.",,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{21}
1392,EF08ER07,Analisar as formas de uso das mídias e tecnologias pelas diferentes denominações religiosas.,,Crenças religiosas e filosofias de vida                                                                                                                                                        ,26,{21}
1182,EF09GE14,"Elaborar e interpretar gráficos de barras e de setores, mapas temáticos e esquemáticos (croquis) e anamorfoses geográficas para analisar, sintetizar e apresentar dados e informações sobre diversidade, diferenças e desigualdades sociopolíticas e geopolíticas mundiais.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{41}
1081,EF02GE07,"Descrever as atividades extrativas (minerais, agropecuárias e industriais) de diferentes lugares, identificando os impactos ambientais.",,Mundo do trabalho                                                                                                                                                                              ,13,{15}
1082,EF02GE08,"Identificar e elaborar diferentes formas de representação (desenhos, mapas mentais, maquetes) para representar componentes da paisagem dos lugares de vivência.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{15}
1174,EF09GE06,Associar o critério de divisão do mundo em Ocidente e Oriente com o Sistema Colonial implantado pelas potências europeias.,,Conexões e escalas                                                                                                                                                                             ,13,{41}
1083,EF02GE09, Identificar objetos e lugares de vivência (escola e moradia) em imagens aéreas e mapas (visão vertical) e fotografias (visão oblíqua).,,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{15}
1084,EF02GE10,"Aplicar princípios de localização e posição de objetos (referenciais espaciais, como frente e atrás, esquerda e direita, em cima e embaixo, dentro e fora) por meio de representações espaciais da sala de aula e da escola.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{15}
1085,EF02GE11,"Reconhecer a importância do solo e da água para a vida, identificando seus diferentes usos (plantação e extração de materiais, entre outras possibilidades) e os impactos desses usos no cotidiano da cidade e do campo.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{15}
1177,EF09GE09,"Analisar características de países e grupos de países europeus, asiáticos e da Oceania em seus aspectos populacionais, urbanos, políticos e econômicos, e discutir suas desigualdades sociais e econômicas e pressões sobre seus ambientes físico-naturais.",,Conexões e escalas                                                                                                                                                                             ,13,{41}
1136,EF07GE04,"Analisar a distribuição territorial da população brasileira, considerando a diversidade étnico-cultural (indígena, africana, europeia e asiática), assim como aspectos de renda, sexo e idade nas regiões brasileiras.",,Conexões e escalas                                                                                                                                                                             ,13,{20}
1138,EF07GE06,"Discutir em que medida a produção, a circulação e o consumo de mercadorias provocam impactos ambientais, assim como influem na distribuição de riquezas, em diferentes lugares.",,Mundo do trabalho                                                                                                                                                                              ,13,{20}
1139,EF07GE07,Analisar a influência e o papel das redes de transporte e comunicação na configuração do território brasileiro.,,Mundo do trabalho                                                                                                                                                                              ,13,{20}
1140,EF07GE08,Estabelecer relações entre os processos de industrialização e inovação tecnológica com as transformações socioeconômicas do território brasileiro.,,Mundo do trabalho                                                                                                                                                                              ,13,{20}
1141,EF07GE09,"Interpretar e elaborar mapas temáticos e históricos, inclusive utilizando tecnologias digitais, com informações demográficas e econômicas do Brasil (cartogramas), identificando padrões espaciais, regionalizações e analogias espaciais.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{20}
1142,EF07GE10,"Elaborar e interpretar gráficos de barras, gráficos de setores e histogramas, com base em dados socioeconômicos das regiões brasileiras.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{20}
1173,EF09GE05,"Analisar fatos e situações para compreender a integração mundial (econômica, política e cultural), comparando as diferentes interpretações: globalização e mundialização.",,Conexões e escalas                                                                                                                                                                             ,13,{41}
1175,EF09GE07,Analisar os componentes físico-naturais da Eurásia e os determinantes histórico-geográficos de sua divisão em Europa e Ásia.,,Conexões e escalas                                                                                                                                                                             ,13,{41}
1112,EF05GE05,"Identificar e comparar as mudanças dos tipos de trabalho e desenvolvimento tecnológico na agropecuária, na indústria, no comércio e nos serviços.",,Mundo do trabalho                                                                                                                                                                              ,13,{18}
1115,EF05GE08,"Analisar transformações de paisagens nas cidades, comparando sequência de fotografias, fotografias aéreas e imagens de satélite de épocas diferentes.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{18}
1117,EF05GE10,"Reconhecer e comparar atributos da qualidade ambiental e algumas formas de poluição dos cursos de água e dos oceanos (esgotos, efluentes industriais, marés negras etc.).",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{18}
1109,EF05GE02,Identificar diferenças étnico-raciais e étnico-culturais e desigualdades sociais entre grupos em diferentes territórios.,,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{18}
1110,EF05GE03,"Identificar as formas e funções das cidades e analisar as mudanças sociais, econômicas e ambientais provocadas pelo seu crescimento.",,Conexões e escalas                                                                                                                                                                             ,13,{18}
1106,EF04GE10,"Comparar tipos variados de mapas, identificando suas características, elaboradores, finalidades, diferenças e semelhanças.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{17}
1107,EF04GE11,"Identificar as características das paisagens naturais e antrópicas (relevo, cobertura vegetal, rios etc.) no ambiente em que vive, bem como a ação humana na conservação ou degradação dessas áreas.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{17}
1185,EF09GE17,"Explicar as características físico-naturais e a forma de ocupação e usos da terra em diferentes regiões da Europa, da Ásia e da Oceania.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{41}
1126,EF06GE07,Explicar as mudanças na interação humana com a natureza a partir do surgimento das cidades.,,Mundo do trabalho                                                                                                                                                                              ,13,{19}
1096,EF03GE11,"Comparar impactos das atividades econômicas urbanas e rurais sobre o ambiente físico natural, assim como os riscos provenientes do uso de ferramentas e máquinas.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{16}
1146,EF08GE02,"Relacionar fatos e situações representativas da história das famílias do Município em que se localiza a escola, considerando a diversidade e os fluxos migratórios da população mundial.",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{21}
1147,EF08GE03,"Analisar aspectos representativos da dinâmica demográfica, considerando características da população (perfil etário, crescimento vegetativo e mobilidade espacial).",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{21}
1148,EF08GE04,"Compreender os fluxos de migração na América Latina (movimentos voluntários e forçados, assim como fatores e áreas de expulsão e atração) e as principais políticas migratórias da região.",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{21}
1149,EF08GE05,"Aplicar os conceitos de Estado, nação, território, governo e país para o entendimento de conflitos e tensões na contemporaneidade, com destaque para as situações geopolíticas na América e na África e suas múltiplas regionalizações a partir do pós-guerra.",,Conexões e escalas                                                                                                                                                                             ,13,{21}
1150,EF08GE06,"Analisar a atuação das organizações mundiais nos processos de integração cultural e econômica nos contextos americano e africano, reconhecendo, em seus lugares de vivência, marcas desses processos.",,Conexões e escalas                                                                                                                                                                             ,13,{21}
1151,EF08GE07,"Analisar os impactos geoeconômicos, geoestratégicos e geopolíticos da ascensão dos Estados Unidos da América no cenário internacional em sua posição de liderança global e na relação com a China e o Brasil.",,Conexões e escalas                                                                                                                                                                             ,13,{21}
1152,EF08GE08,"Analisar a situação do Brasil e de outros países da América Latina e da África, assim como da potência estadunidense na ordem mundial do pós-guerra.",,Conexões e escalas                                                                                                                                                                             ,13,{21}
1097,EF04GE01,"Selecionar, em seus lugares de vivência e em suas histórias familiares e/ou da comunidade, elementos de distintas culturas (indígenas, afro-brasileiras, de outras regiões do país, latino-americanas, europeias, asiáticas etc.), valorizando o que é próprio em cada uma delas e sua contribuição para a formação da cultura local, regional e brasileira.",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{17}
1098,EF04GE02,Descrever processos migratórios e suas contribuições para a formação da sociedade brasileira.,,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{17}
1099,EF04GE03,"Distinguir funções e papéis dos órgãos do poder público municipal e canais de participação social na gestão do Município, incluindo a Câmara de Vereadores e Conselhos Municipais.",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{17}
1100,EF04GE04,"Reconhecer especificidades e analisar a interdependência do campo e da cidade, considerando fluxos econômicos, de informações, de ideias e de pessoas.",,Conexões e escalas                                                                                                                                                                             ,13,{17}
1101,EF04GE05,"Distinguir unidades político-administrativas oficiais nacionais (Distrito, Município, Unidade da Federação e grande região), suas fronteiras e sua hierarquia, localizando seus lugares de vivência.",,Conexões e escalas                                                                                                                                                                             ,13,{17}
1103,EF04GE07,Comparar as características do trabalho no campo e na cidade.,,Mundo do trabalho                                                                                                                                                                              ,13,{17}
1153,EF08GE09,"Analisar os padrões econômicos mundiais de produção, distribuição e intercâmbio dos produtos agrícolas e industrializados, tendo como referência os Estados Unidos da América e os países denominados de Brics (Brasil, Rússia, Índia, China e África do Sul).",,Conexões e escalas                                                                                                                                                                             ,13,{21}
1154,EF08GE10,"Distinguir e analisar conflitos e ações dos movimentos sociais brasileiros, no campo e na cidade, comparando com outros movimentos sociais existentes nos países latino-americanos.",,Conexões e escalas                                                                                                                                                                             ,13,{21}
1069,EF01GE06,"Descrever e comparar diferentes tipos de moradia ou objetos de uso cotidiano (brinquedos, roupas, mobiliários), considerando técnicas e materiais utilizados em sua produção.",,Mundo do trabalho                                                                                                                                                                              ,13,{16}
1071,EF01GE08,"Criar mapas mentais e desenhos com base em itinerários, contos literários, histórias inventadas e brincadeiras.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{16}
1065,EF01GE02,Identificar semelhanças e diferenças entre jogos e brincadeiras de diferentes épocas e lugares.,,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{16}
1066,EF01GE03,"Identificar e relatar semelhanças e diferenças de usos do espaço público (praças, parques) para o lazer e diferentes manifestações.",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{16}
1078,EF02GE04,"Reconhecer semelhanças e diferenças nos hábitos, nas relações com a natureza e no modo de viver de pessoas em diferentes lugares.",,Conexões e escalas                                                                                                                                                                             ,13,{15}
1079,EF02GE05,"Analisar mudanças e permanências, comparando imagens de um mesmo lugar em diferentes tempos.",,Conexões e escalas                                                                                                                                                                             ,13,{15}
1158,EF08GE14,"Analisar os processos de desconcentração, descentralização e recentralização das atividades econômicas a partir do capital estadunidense e chinês em diferentes regiões no mundo, com destaque para o Brasil.",,Mundo do trabalho                                                                                                                                                                              ,13,{21}
1159,EF08GE15,"Analisar a importância dos principais recursos hídricos da America Latina (Aquífero Guarani, Bacias do rio da Prata, do Amazonas e do Orinoco, sistemas de nuvens na Amazônia e nos Andes, entre outros) e discutir os desafios relacionados à gestão e comercialização da água.",,Mundo do trabalho                                                                                                                                                                              ,13,{21}
1160,EF08GE16,"Analisar as principais problemáticas comuns às grandes cidades latino-americanas, particularmente aquelas relacionadas à distribuição, estrutura e dinâmica da população e às condições de vida e trabalho.",,Mundo do trabalho                                                                                                                                                                              ,13,{21}
1161,EF08GE17,"Analisar a segregação socioespacial em ambientes urbanos da América Latina, com atenção especial ao estudo de favelas, alagados e zona de riscos.",,Mundo do trabalho                                                                                                                                                                              ,13,{21}
1162,EF08GE18,"Elaborar mapas ou outras formas de representação cartográfica para analisar as redes e as dinâmicas urbanas e rurais, ordenamento territorial, contextos culturais, modo de vida e usos e ocupação de solos da África e América.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{21}
1163,EF08GE19,"Interpretar cartogramas, mapas esquemáticos (croquis) e anamorfoses geográficas com informações geográficas acerca da África e América.",,Formas de representação e pensamento espacial                                                                                                                                                  ,13,{21}
1164,EF08GE20,"Analisar características de países e grupos de países da América e da África no que se refere aos aspectos populacionais, urbanos, políticos e econômicos, e discutir as desigualdades sociais e econômicas e as pressões sobre a natureza e suas riquezas (sua apropriação e valoração na produção e circulação), o que resulta na espoliação desses povos.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{21}
1165,EF08GE21,"Analisar o papel ambiental e territorial da Antártica no contexto geopolítico, sua relevância para os países da América do Sul e seu valor como área destinada à pesquisa e à compreensão do ambiente global.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{21}
1166,EF08GE22,"Identificar os principais recursos naturais dos países da América Latina, analisando seu uso para a produção de matéria-prima e energia e sua relevância para a cooperação entre os países do Mercosul.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{21}
1167,EF08GE23,"Identificar paisagens da América Latina e associá-las, por meio da cartografia, aos diferentes povos da região, com base em aspectos da geomorfologia, da biogeografia e da climatologia.",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{21}
1168,EF08GE24,"Analisar as principais características produtivas dos países latino-americanos (como exploração mineral na Venezuela; agricultura de alta especialização e exploração mineira no Chile; circuito da carne nos pampas argentinos e no Brasil; circuito da cana-de-açúcar em Cuba; polígono industrial do sudeste brasileiro e plantações de soja no centro-oeste; maquiladoras mexicanas, entre outros).",,"Natureza, ambientes e qualidade de vida                                                                                                                                                        ",13,{21}
1064,EF01GE01,"Descrever características observadas de seus lugares de vivência (moradia, escola etc.) e identificar semelhanças e diferenças entre esses lugares.",,O sujeito e seu lugar no mundo                                                                                                                                                                 ,13,{16}
1113,EF05GE06,Identificar e comparar transformações dos meios de transporte e de comunicação.,,Mundo do trabalho                                                                                                                                                                              ,13,{18}
216,EF05LP05,"Identificar a expressão de presente, passado e futuro em tempos verbais do modo indicativo.",,Análise linguística/semiótica (Ortografização)                                                                                                                                                 ,6,{18}
235,EF05LP11,"Registrar, com autonomia, anedotas, piadas e cartuns, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero e considerando a situação comunicativa e a finalidade do texto.",,Produção de textos (escrita compartilhada e autônoma)                                                                                                                                          ,6,{18}
237,EF05LP12,"Planejar e produzir, com autonomia, textos instrucionais de regras de jogo, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero e considerando a situação comunicativa e a finalidade do texto.",,Escrita (compartilhada e autônoma)                                                                                                                                                             ,6,{18}
240,EF05LP13,"Assistir, em vídeo digital, a postagem de vlog infantil de críticas de brinquedos e livros de literatura infantil e, a partir dele, planejar e produzir resenhas digitais em áudio ou vídeo",,Oralidade                                                                                                                                                                                      ,6,{18}
253,EF05LP17,"Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.",,Produção de textos (escrita compartilhada e autônoma)                                                                                                                                          ,6,{18}
243,EF05LP14,"Identificar e reproduzir, em textos de resenha crítica de brinquedos ou livros de literatura infantil, a formatação própria desses textos (apresentação e avaliação do produto).",,Análise linguística/semiótica (Ortografização)                                                                                                                                                 ,6,{18}
258,EF05LP18,"Roteirizar, produzir e editar vídeo para vlogs argumentativos sobre produtos de mídia para público infantil (filmes, desenhos animados, HQs, games etc.), com base em conhecimentos sobre os mesmos, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto/finalidade do texto.",,Oralidade                                                                                                                                                                                      ,6,{18}
259,EF05LP19,"Argumentar oralmente sobre acontecimentos de interesse social, com base em conhecimentos sobre fatos divulgados em TV, rádio, mídia impressa e digital, respeitando pontos de vista diferentes.",,Oralidade                                                                                                                                                                                      ,6,{18}
328,EF69LP26,"Tomar nota em discussões, debates, palestras, apresentação de propostas, reuniões, como forma de documentar o evento e apoiar a própria fala (que pode se dar no momento do evento ou posteriormente, quando, por exemplo, for necessária a retomada dos assuntos tratados em outros contextos públicos, como diante dos representados).",,,6,"{19,20,21,41}"
